track_uri,track_name,preview_url,track_id,track_pop,artist_uri,artist_name,artist_pop,artist_genres,album,genre,danceability,energy,key,loudness,mode,speechiness,acousticnesss,instrumentalness,liveness,valence,tempo,time_signature,duration_ms,lyrics
spotify:track:0DS97YTu4Y9CRCDLQfGkAh,Time Bomb,https://p.scdn.co/mp3-preview/8a5ea2e1792f9e63a3d3c512cfdf7bbc883c354d?cid=400e13a0a7b044409077270c38d6b730,0DS97YTu4Y9CRCDLQfGkAh,37,spotify:artist:4opTS86dN9uO313J9CE8xg,Skid Row,61,"['album rock', 'glam metal', 'hard rock', 'metal', 'rock']",The Gang's All Here,hard rock,0.479,0.911,0,-5.894,1,0.0652,0.00148,0.0552,0.37,0.343,170.992,4,254508,ick  tick  tick  tick Tick  tick  tick Tick  tick  tick  tick Tick  tick  tick Sitting in the dark Waiting for the start The start of something new Running into walls Holding every breath In spite of turning blue No telling how much longer I will feel this way Im a ticking timebomb Tick  tick  tick  tick  tick  tick  tick Boom! Im a ticking timebomb Tick  tick  tick  tick  tick Boom! Tick  tick  tick  tick Tick  tick  tick Tick  tick  tick  tick Tick  tick  tick Crushed beneath myself In search of what I know Of what I know is true Scratching through my skin Biting off my nails Breaking bones in two Try to defuse myself before I blow away Im a ticking timebomb Tick  tick  tick  tick  tick  tick  tick Boom! Im a ticking timebomb Tick  tick  tick  tick  tick Boom! See Skid Row LiveGet tickets as low as $139You might also likeIm a ticking timebomb Tick  tick  tick  tick  tick  tick  tick Boom! Im a ticking timebomb Tick  tick  tick  tick  tick Boom! Tick  tick  tick  tick  tick Boom! Tick  tick  tick  tick  tick Boom
spotify:track:5wTfzzRW8ddRdgW2kASbox,when we were young,https://p.scdn.co/mp3-preview/387b1cdeb2dc8b85bf8476593326f068aafde82a?cid=400e13a0a7b044409077270c38d6b730,5wTfzzRW8ddRdgW2kASbox,59,spotify:artist:3ZztVuWxHzNpl0THurTFCv,Architects,65,"['mathcore', 'melodic metalcore', 'metalcore', 'progressive metalcore', 'uk metalcore']",when we were young,hard rock,0.443,0.938,8,-3.01,1,0.106,4.42e-05,5.71e-06,0.32,0.439,169.995,4,193886,"Oh One  two  three  four  Were separated by a margin of a greater degree The same flesh and blood but in a different lane I read the remedy too but my words  they still sounded the same  When we were young We thought we had the whole world figured out (Figured out) Now all we do is speak in tongues We play a losing game Only now we hear the shouts fading out We flew into thе sun  We flew into the sun Oh  Im dеdicated to the shadow that is been following me It caught me counting the cards  I guess the rules remain Oh  it was heavenly then but the devils were calling my name  When we were young We thought we had the whole world figured out (Figured out) Now all we do is speak in tongues We play a losing game Only now we hear the shouts fading out We flew into the sun  Is there something in your eye? Did you fall or were you just on a high? Everybody is so afraid they could die But they never once said ""Thank God were alive""  oh Is there something in your eye? Did you fall or were you just on a high? Everybody is so afraid they could die But they never once said ""Thank God were alive""  oh See Architects LiveGet tickets as low as $60You might also like When we were young We thought we had the whole world figured out (Figured out) We flew into the sun We thought we had the whole world figured out (Figured out) Now all we do is speak in tongues We play a losing game Only now we hear the shouts fading out We flew into the sun"
spotify:track:54bm2e3tk8cliUz3VSdCPZ,Master of Puppets (Remastered),https://p.scdn.co/mp3-preview/c3818dcb62a5cc3701b08c3465ab93199e2786e3?cid=400e13a0a7b044409077270c38d6b730,54bm2e3tk8cliUz3VSdCPZ,75,spotify:artist:2ye2Wgw4gimLv2eAKyk1NB,Metallica,81,"['hard rock', 'metal', 'old school thrash', 'rock', 'thrash metal']",Master of Puppets (Remastered Deluxe Box Set),hard rock,0.539,0.828,4,-9.108,0,0.035,0.00067,0.421,0.154,0.562,105.25,4,515387,End of passion play  crumbling away Im your source of self-destruction Veins that pump with fear  sucking darkest clear Leading on your death is construction  Taste me  you will see More is all you need Dedicated to How Im killing you Come crawling faster (Faster) Obey your master (Master) Your life burns faster (Faster) Obey your  Master  master Master of puppets  Im pulling your strings Twisting your mind and smashing your dreams Blinded by me  you cant see a thing Just call my name cause Ill hear you scream Master  master Just call my name cause Ill hear you scream Master  master  Needlework the way  never you betray Life of death becoming clearer Pain monopoly  ritual misery Chop your breakfast on a mirror  Taste me  you will see More is all you need Dedicated to How Im killing you See Metallica LiveGet tickets as low as $500You might also like Come crawling faster (Faster) Obey your master (Master) Your life burns faster (Faster) Obey your  Master  master Master of puppets  Im pulling your strings Twisting your mind and smashing your dreams Blinded by me  you cant see a thing Just call my name cause Ill hear you scream Master  master Just call my name cause Ill hear you scream Master  master  (Master  master  master  master)  Master  master Where is the dreams that Ive been after? Master  master You promised only lies Laughter  laughter All I hear or see is laughter Laughter  laughter Laughing at my cries Fix me  Hell is worth all that  natural habitat Just a rhyme without a reason Never-ending maze  drift on numbered days Now your life is out of season  I will occupy I will help you die I will run through you Now I rule you too  Come crawling faster (Faster) Obey your master (Master) Your life burns faster (Faster) Obey your Master  master Master of puppets  Im pulling your strings Twisting your mind and smashing your dreams Blinded by me  you cant see a thing Just call my name cause Ill hear you scream Master  master Just call my name cause Ill hear you scream Master  master 10
spotify:track:1y1l61KJCj8EDE35iS4ZgC,More Than Machines,https://p.scdn.co/mp3-preview/9650a60c1204b003680e7eadfb0d702ad1508e83?cid=400e13a0a7b044409077270c38d6b730,1y1l61KJCj8EDE35iS4ZgC,51,spotify:artist:78SHxLdtysAXgywQ4vE0Oa,Bush,61,"['alternative metal', 'alternative rock', 'grunge', 'modern rock', 'nu metal', 'pop rock', 'post-grunge', 'rap rock', 'rock']",More Than Machines,hard rock,0.505,0.84,6,-3.903,1,0.107,0.000571,1.84e-05,0.047,0.728,92.966,4,201541,Dont step on my toes  let the weather go It is been a long wait in bed Say what  we blow  let is go  this is the time to shine Everything wrong should be right Girls  you in control Not the government  not the government  Nothing changes  never stops (Say what?) Breathe We are more than machines  we are because we feel When everything goes down  it is how we come around We are more than a dream  but this heart is made of steel I said I need you now  you are everything to me More than machines (More than machines) More than machines  Dont forget the code  let the wind blow You cant be assured  of a window Shame  bro  we know  you foe Here is the news in blood Everything wrong should be right The earth dies It is a money thing  it is a money thing  Nothing changes  never stops (Say what?) Breathe  We are more than machines  we are because we feel When everything goes down  it is how we come around We are more than a dream  but this heart is made of steel I said I need you now  you are everything to me More than machines (More than machines) More than machines You might also like We are more than machines  we are because we feel When everything goes down  it is how we come around We are more than a dream  but this heart is made of steel I said I need you now  you are everything to me More than machines (More than machines) More than machines (More than machines) More than machines (More than machines) More than machine
spotify:track:2KypRk2hIQxO8Z8EkQfhsB,Time,https://p.scdn.co/mp3-preview/a0cfc06747313d8f0a1bb4ebc56404d05cf50993?cid=400e13a0a7b044409077270c38d6b730,2KypRk2hIQxO8Z8EkQfhsB,48,spotify:artist:0NbQe5CNgh4YApOCDuHSjb,The Devil Wears Prada,58,"['christian metal', 'christian metalcore', 'melodic metalcore', 'metalcore']",Time,hard rock,0.52,0.92,5,-4.521,0,0.0685,0.000193,0.00473,0.362,0.369,112.01,4,240200,here is something I cant share It is just too hard to explain Im barely holding on It happens everyday Like a desperate dream That never goes away Im barely holding on Im lost in the wake Oil floats within the water Soon to be set aflame Time is moving like lightning Time shifts like a glacier It is the opposites that I cant accept This collision certain death There is something I cant share It is just too hard to explain Im barely holding on It happens everyday Like a desperate dream That never goes away Im barely holding on Im lost in the wake What is to be done about this friction Plagued habits again Ive been struck by the lightning Ive vanished  gone with a glacier Cause it is the opposites that I cant accept This collision certain death There is something I cant share It is just too hard to explain Im barely holding on It happens everyday Like a desperate dream That never goes away Im barely holding on Im lost in the wake You might also likeTime is moving like lightning Time shifts like a glacier Time is moving like lightning Time shifts like a glacier Welcome to the great division The space where numb meets pain There is something I cant share It is just too hard to explain Im barely holding on It happens everyday (Where numb meets pain) Like a desperate dream That never goes away Im barely holding on Im lost in the wake
spotify:track:1cVOEbvsf7N9Su4kZXFcYB,Stargazing,https://p.scdn.co/mp3-preview/edb946d4f0e5a145650ab0a8dade38ab403ecef9?cid=400e13a0a7b044409077270c38d6b730,1cVOEbvsf7N9Su4kZXFcYB,55,spotify:artist:0SURDCN1DbuW9STmuSHUaR,Monocule,39,['dutch edm'],Stargazing,edm,0.614,0.837,2,-6.504,1,0.0397,0.0266,0.0631,0.136,0.0524,122.958,4,239737,So I go  I go stargazing out to the sea To feel something deeper  it is all I need As I watch the sky fall over me Now Ill be somebody  So I go  I go stargazing out to the sea I can feel my lungs  they start to breathe As I watch the sky fall over me Now Ill be somebody  somebody Somebody  somebody Somebody  somebody So I go  I go stargazing out to the sea Now Ill be somebody  somebody  So I go  I go stargazing out to the sea To feel something deeper  it is all I need As I watch the sky fall over me Now Ill be somebody  So I go  I go stargazing out to the sea I can feel my lungs  they start to breathe As I watch the sky fall over me Now Ill be somebody  somebody  Somebody  somebody (All these words we say  ooh) (All these words we say  ooh) So I go  I go stargazing out to the sea Know Ill be somebody  somebodyYou might also lik
spotify:track:1OlNRQFvFyg0Hq0dAOju70,Whole Again (feat. John Martin),https://p.scdn.co/mp3-preview/fc6483978664641a14013e26d0372e5927e5b84b?cid=400e13a0a7b044409077270c38d6b730,1OlNRQFvFyg0Hq0dAOju70,55,spotify:artist:77AiFEVeAVj2ORpC85QVJs,Steve Aoki,72,"['dance pop', 'edm', 'electro house', 'pop dance', 'pop rap', 'tropical house']",HiROQUEST: Genesis,edm,0.51,0.849,10,-5.41,0,0.0697,0.0623,0.0,0.104,0.318,124.954,4,210240,Can you remember where we started Before we lost our innocence? Never thought about tomorrow On the run  chasing the sun I never thought it could be over So many things I never said Another day  another sorrow Im okay  But I  I just wish that you were here right now Yeah I  I just wish that you would know by now How much you mean to me In a moment under all our tears  and all our memories So  I just wish that you were here right now To make me whole again To make me whole again Make me whole again Make me whole again So  I just wish that you were here right now To make me whole again  No  I dont know how it happened I woke up  and you were gone I wondered  was it all a dream? You and I  chasing the sun And now Im feeling California While Im trippin in the dark Another night  I still miss ya It is alright  But I  I just wish that you were here right now Yeah I  I just wish that you would know by now How much you mean to me In a moment under all our tears  and all our memories So  I just wish that you were here right now To make me whole again  So  I just wish that you were here right now To make me whole again Make me whole again Make me whole again So  I just wish that you were here right now To make me whole againYou might also lik
spotify:track:5b97lA5UaQeoj9Pj585Ouo,Remember Us (feat. Skylar Capri),https://p.scdn.co/mp3-preview/e177bff547e99ba875cf63bdbbb3f18ec6bfc80a?cid=400e13a0a7b044409077270c38d6b730,5b97lA5UaQeoj9Pj585Ouo,43,spotify:artist:7aB2KbM3pphL9mU3dXbyh2,Far Out,48,"['bass trap', 'future bass', 'gaming edm', 'melodic dubstep', 'pop edm', 'traprun']",Remember Us (feat. Skylar Capri),edm,0.874,0.888,8,-5.842,0,0.073,6.99e-05,0.0145,0.157,0.857,128.017,4,241875,Stars up on the ceilin You say that we could make em fall Talk about our feelings (Talk about our feelings) I say Im here to catch em all  Maybe Im divin in way too fast Cause once you give it  you cant get it back Im swimmin in the deep end The way you look at me like that (I) Oh  we got all night  but I want forever (I) In the morning light  will you still remember? (I) Oh  we got all night  but I want forever (I) In the morning light  will you still remember us? Us  us  us  oh-oh Will you still remember us? Us  us  us  oh-oh   Dancin in the gold light Up here  we just forget the world If only we could stop timе And live like therе is no tomorrow  Maybe Im divin in way too fast Cause once you give it  you cant get it back Im swimmin in the deep end The way you look at me like that  (I) Oh  we got all night  but I want forever (I) In the morning light  will you still remember? (I) Oh  we got all night  but I want forever (I) In the morning light  will you still remember us? Us  us  us  oh-oh Will we still remember us? Us  us  us  oh-oh You might also lik
spotify:track:18asYwWugKjjsihZ0YvRxO,The Motto,https://p.scdn.co/mp3-preview/bf5bc1080a2416f74152f30febd4495e310c8140?cid=400e13a0a7b044409077270c38d6b730,18asYwWugKjjsihZ0YvRxO,84,spotify:artist:2o5jDhtHVPhrJdv3cEQ99Z,Tiësto,82,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'house', 'pop', 'pop dance', 'slap house', 'trance', 'tropical house']",The Motto,edm,0.754,0.763,7,-4.627,0,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953,4,164819,That is the motto (Mhm) Throw it back with no chaser  with no trouble (Mhm) Poppin that Moët  baby  let is make some bubbles (Mhm) Puffin on that Gelato Wanna be seeing double Gotta do what you gotta  Believe it  we aint got no plans to leave here Tell all of your friends to be here We aint gonna sleep all weekend Oh  you know  you know  you know That is the motto (Mhm) Drop a few bills and pop a few champagne bottles (Mhm) Throwin that money like you just won the lotto (Mhm) We been up all damn summer Makin that bread and butter Tell me  did I just stutter? That is the motto (Mhm) Drop a few bills and pop a fеw champagne bottles (Mhm) Throwin that money likе you just won the lotto (Mhm) We been up all damn summer Makin that bread and butter Tell me  did I just stutter? That is the motto (I feel it) That is the motto (I feel it)  Hopped in the Range  cant feel my face The window is down (Down) Back to my place My birthday cake is comin out (Oh) The way it is hittin like I could go all night Dont want no bloodshot eyes So hold my drink  let is fly You might also like Believe it  we aint got no plans to leave here Tell all of your friends to be here We aint gonna sleep all weekend Oh  you know  you know  you know  That is the motto (Mhm) Drop a few bills and pop a few champagne bottles (Mhm) Throwin that money like you just won the lotto (Mhm) We been up all damn summer (Oh) Makin that bread and butter (Yeah) Tell me  did I just stutter? That is the motto (Mhm) Drop a few bills and pop a few champagne bottles (Mhm) Throwin that money like you just won the lotto (Mhm) We been up all damn summer (Oh) Makin that bread and butter Tell me  did I just stutter? That is the motto (I feel it) That is the motto (I feel it) (Oh)  (I feel it  feel it) (I feel it) (I feel it  feel it) (I feel it)
spotify:track:76A1RRDEyHKtmV3Vh6PeVN,Savage,https://p.scdn.co/mp3-preview/11445d5dd9c0218197412552c69d04edd0035adb?cid=400e13a0a7b044409077270c38d6b730,76A1RRDEyHKtmV3Vh6PeVN,70,spotify:artist:2o5jDhtHVPhrJdv3cEQ99Z,Tiësto,82,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'house', 'pop', 'pop dance', 'slap house', 'trance', 'tropical house']",Savage,edm,0.694,0.7,0,-5.53,0,0.0488,0.191,0.0,0.0719,0.261,127.965,4,167500,Ah For now  Ill just let go And ah Run up the tab and lose control  No  we aint got plans like we had back then Takes me back to how we used to feel  Were goin savage  we couldnt care less No matter how hangover I get  Ill do it over again Ravage  let is do some damage And if Im gettin sober  then I will do it over again Do it over again  do it over again Do it over again  do it over again Do it over  do it over  do it over  do it over  do it over Then I will do it over again   No  we aint got plans like we had back then Takes me back to how we used to feel  Were goin savage  we couldnt care less No matter how hangover I get  Ill do it over again Ravage  let is do some damage And if Im gettin sober  then I will do it over again  Do it over again  do it over again Do it over again  do it over again Do it over  do it over  do it over  do it over  do it over Then I will do it over again You might also lik
spotify:track:2prnn41CblB8B4yWACDljP,Love Tonight - David Guetta Remix Edit,https://p.scdn.co/mp3-preview/f5247d3eee64efba8a0f84bcdc5dff650a26f351?cid=400e13a0a7b044409077270c38d6b730,2prnn41CblB8B4yWACDljP,80,spotify:artist:2TcGJdSOiOvITBzhvfX8XB,Shouse,69,"['aussietronica', 'edm', 'pop dance', 'tropical house']",Love Tonight (David Guetta Remix),edm,0.621,0.989,10,-4.225,0,0.0434,0.015,0.357,0.184,0.0348,126.002,4,158095,ll I need is your love tonight All I need is your love tonight All I need is your love tonight All I need is your love tonight All I All I All I need is your love tonight All I need is your love tonight Tonight  tonight  tonight All I need is your love tonight All I need is your love tonightYou might also lik
spotify:track:7K8B2mdPHwZKhyShkl55Bh,All That You Need,https://p.scdn.co/mp3-preview/f18711284c7723919a3dc645df1347e35df13644?cid=400e13a0a7b044409077270c38d6b730,7K8B2mdPHwZKhyShkl55Bh,57,spotify:artist:1l2ekx5skC4gJH8djERwh1,Don Diablo,66,"['dance pop', 'edm', 'electro house', 'future house', 'house', 'pop dance', 'progressive electro house', 'progressive house', 'tropical house']",All That You Need,edm,0.704,0.714,0,-5.339,1,0.0855,0.111,0.000122,0.16,0.284,128.084,3,160312,Ill be fly All that you need Ill be there All that you need  Ill be fly  Ill be there With the all that you need With the all that you need With the all that you need Ill be fly  Ill be there With the all that you need With the all that you need With the all that you need Ill be fly  Ill be there With the all that you need With the all that you need With the all that you need  Ill be fly  Ill be there With the all that you need With the all that you need With the all that you need Ill be fly  Ill be there With the all that you need With the all that you need With the all that you need Ill be fly  Ill be fly  Ill be thеre With the all that you need With the all that you need With thе all that you need Ill be fly  Ill be there With the all that you need With the all that you need With the all that you need See Don Diablo LiveGet tickets as low as $115You might also like Ill be fly  Ill be there With the all that you need With the all that you need With the all  Ill be fly  Ill be there With the all that you need With the all that you need With the all that you need Ill be fly  Ill be there With the all that you need With the all that you need With the all that you nee
spotify:track:7nwEab6Y4LXbKUZDNofOag,Numb - Alok Remix,https://p.scdn.co/mp3-preview/65e1d61bf26da1e85f4a2877cac2533d7e940c22?cid=400e13a0a7b044409077270c38d6b730,7nwEab6Y4LXbKUZDNofOag,66,spotify:artist:64KEffDW9EtZ1y2vBYgq8T,Marshmello,82,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",Numb (Alok Remix),edm,0.639,0.965,5,-5.21,1,0.0435,0.00632,0.148,0.364,0.408,127.027,4,172913,I  I wanna get numb And forget where Im from Cause lookin in your eyes Like lookin at the sun I feel like youre the moon I feel like Im the one I wanna get numb  numb  numb  numb I  I wanna get numb And forget where Im from Cause lookin in your eyes Like lookin at the sun I feel like youre the moon I feel like Im the one I wanna get numb  numb  numb  numb Wanna get numb  go crazy Wanna wild out cause lately Life is so short  but amazin Late night party in the basement Hotel lobby and Im wasted Just rеached into my savings Ill do it too if you take it Yeah  lifе is only what you make it  I  I wanna get numb And forget where Im from Cause lookin in your eyes Like lookin at the sun I feel like youre the moon I feel like Im the one I wanna get numb  numb  numb  numb   I just wanna get lost tonight and dance with you (Oh) I just wanna get way too high  let is set the mood (Set the mood) Youre my fantasy  yeah  I dont wanna fall asleep yet There is nothin in this world Id rather do You might also like I  I wanna get numb And forget where Im from Cause lookin in your eyes Like lookin at the sun I feel like youre the moon I feel like Im the one I wanna get numb  numb  numb  numb I  I wanna get numb And forget where Im from Cause lookin in your eyes Like lookin at the sun I feel like youre the moon I feel like Im the one I wanna get numb  numb  numb  numb  (I wanna get numb  numb  numb  numb  I) I wanna get numb  numb  numb  numb
spotify:track:2YUVIkvZ2tPEZYTepX6oT9,Move It,https://p.scdn.co/mp3-preview/6095b1c8abf94e2f436f7bc80ecf3d0280a775e1?cid=400e13a0a7b044409077270c38d6b730,2YUVIkvZ2tPEZYTepX6oT9,63,spotify:artist:0deIjoDjl9g9Zpw0sCIOHh,Valentino Khan,56,"['bass house', 'brostep', 'edm', 'electro house', 'electronic trap', 'moombahton', 'pop dance']",Move It,edm,0.796,0.894,0,-1.883,1,0.0502,0.000671,0.859,0.0685,0.619,127.009,4,201260,all ready to move it? Let is go Nah  fuck that I like to move it  move it I like to (Move it) move it I like to move it I like to move it I like to move it  move it I like to move it I like to move it I like to move it I like to move it  move it I like to (Move it) move it I like to move it I like to move it I like to move it  move it I like to move it I like to move it I like to move it I like to movе it  move it I like to (Move it) movе it Yall ready to move it? Let is go I like to move it I like to move it I like to move it  move it I like to move it I like to move it I like to move it I like to move it  move it I like to (Move it) move it I like to move it I like to move it I like to move it  move it I like to move it I like to move it I like to move it I like to move it  move it I like to (Move it) move it You might also likeI like to move it I like to move it I like to move it  move it I like to move it  move it I like to move it  move it Let is go I like to (Move it) move it I like to move it I like to move it I like to move it  move it I like to move it I like to move it I like to move it I like to move it  move it I like to (Move it) move it I like to move it I like to move it I like to move it  move it I like to move it I like to move it I like to move it I like to move it  move it I like to (Move it) move i
spotify:track:5zviMoAeuerK1Rd58qXASv,All That Really Matters,https://p.scdn.co/mp3-preview/f2e4c16d95bc38a627f7e885938d85672c1224da?cid=400e13a0a7b044409077270c38d6b730,5zviMoAeuerK1Rd58qXASv,68,spotify:artist:45eNHdiiabvmbp4erw26rg,ILLENIUM,72,"['edm', 'melodic dubstep', 'pop', 'pop dance', 'tropical house']",All That Really Matters,edm,0.352,0.666,1,-4.909,1,0.0512,0.117,1.81e-06,0.0934,0.227,169.965,4,244235,Learning how to live when there is no one around It is like learnin how to feel when the drugs run out You can see my scars cause Im wearin em proud Even with my broken parts  I feel better now  If I could crawl in the mind And give any advice to my younger self  Find something you can hold onto Find someone wholl be there for you Cause that is all that really matters in the end Find somewhere you can come home to Find someone thatll die for you Cause that is all that really matters in the end Is love  love  love Cause it is all that really matters in the end Cause it is all that really matters in the end  It is hard to tell the truth when you lie to yourself Always give too much of you to someone else Im talkin to you now like were all friends Itll never be too late to start again  Find something you can hold onto Find someone wholl be there for you Cause that is all that really matters in the end Find somewhere you can come home to Find someone thatll die for you (Die for you) Cause that is all that really matters in the end  Is love  love  love Cause it is all that really matters in the end  Find something you can hold onto Find someone wholl be there for you Cause that is all that really matters in the end Find somewhere you can come home to Find someone thatll die for you Cause that is all that really matters in the end You might also like Is love  love  love Love  love  love Because that is all that really matters in the end Is love  love  love Love  love  love It is all that really matters in the end  Love  love  love Cause it is all that really matters in the end Cause it is all that really matters in the end
spotify:track:2yEHX6MqAXPyD7bm47A2Br,Pump It Louder,https://p.scdn.co/mp3-preview/eca1f8d604d97d1569430b2e0f2db9243f88eb3e?cid=400e13a0a7b044409077270c38d6b730,2yEHX6MqAXPyD7bm47A2Br,76,spotify:artist:2o5jDhtHVPhrJdv3cEQ99Z,Tiësto,82,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'house', 'pop', 'pop dance', 'slap house', 'trance', 'tropical house']",Pump It Louder,edm,0.66,0.942,4,-2.273,1,0.185,0.00789,1.76e-05,0.834,0.543,126.017,4,158571,Ha  ha  ha Pump it Ha  ha  ha And pump it  pump it Pump it  pump it Pump it  pump it  pump it Turn up your radio Blast your stereo right Ha  ha  ha (Pump) Dude wanna hate on us (Dude) Dude need to ease on up (Dude) I know why they hatin on us (Why?) Cause the guys so fabulous (What) Ima be real on us (Come on) Nobody got nothin on us (No) Girls be all on us from London back down to the US-S-S We rockin it (Contagious) Monkey business (Outrageous) Just confess  your girl admits that we the shit F-R-E-S-H  we fresh D-E-F  that is right  we def (Rock) We definite B-E-P  we reppin it  so  Turn me up (Turn it up) Turn me up (Turn it up) Turn me up Pump it Pump it  pump it  pump it  pump it Pump it  pump it  pump it  pump it  pump it Come on  baby  just  Pump it (Louder) Pump it (Louder) Pump it (Louder) Pump it (Louder) Pump it (Louder) Pump it (Loudеr) And say (Oh-oh  oh-oh) Say (Oh-oh  oh-oh)  yo  yo Turn up your radio Blast your stereo right now (Ha) This joint is fizzlin It is sizzlin right You might also like Ha  ha  ha Turn up your radio Blast your sterеo right Ha  ha  ha Pump i
spotify:track:5vlzH0ps6WDyb158oFTAb3,Lionheart (Fearless),https://p.scdn.co/mp3-preview/e1d25b515197ff4f4ea7e7b3149dd7dfb6b1f5c3?cid=400e13a0a7b044409077270c38d6b730,5vlzH0ps6WDyb158oFTAb3,73,spotify:artist:6DgP9otnZw5z6daOntINxp,Joel Corry,74,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance']",Lionheart (Fearless),edm,0.628,0.967,8,-2.43,1,0.0538,0.0217,0.00157,0.336,0.349,125.982,4,186689,Heart  heart  heart  heart Heart  heart A lionheart  To be fearless like a lionheart (Heart  heart  heart  heart) And I feel it in my blood (Blood  blood  blood  blood) Like the stars illuminate the sky There is a fire in my lungs burnin tonight And Im fearless like a lionheart (Heart  heart) (A lionheart) (Heart  heart  heart  heart) (Heart  heart) A lionheart  Oh  I look in the mirror Teardrops in my eyes Makes it hard to see clearer Lookin for a sign tonight  I wanna know I wanna know I wanna know what it feels like To wake up like a giant I wanna know what it feels like  To be fearless like a lionheart (Heart  heart  heart  heart) And I feel it in my blood (Blood  blood  blood  blood) Like the stars illuminate the sky There is a fire in my lungs burnin tonight And Im fearless like a lionheart (Heart  heart) (A lionheart) You might also like (Heart  heart  heart  heart) (Heart  heart) A lionheart  I can feel it (Heart  heart  heart  heart) I can feel it (Heart  heart  heart  heart) I can feel it (Heart  heart  heart  heart) I can feel it (Heart  heart  heart  heart)  (Heart  heart  heart  heart) (Heart  heart) A lionheart  To be fearless like a lionheart (Heart  heart  heart  heart) And I feel it in my blood (Blood  blood  blood  blood) Like the stars illuminate the sky There is a fire in my lungs burnin tonight And Im fearless like a lionheart (Heart  heart) (A lionheart) (Heart  heart  heart  heart) (Heart  heart) A lionheart
spotify:track:0oS1yir1qJvwCsFPdaBiqN,No Good,https://p.scdn.co/mp3-preview/7e62182d895894af035aa8ad3581ab13ead59b8b?cid=400e13a0a7b044409077270c38d6b730,0oS1yir1qJvwCsFPdaBiqN,59,spotify:artist:19HFRWmRCl27kTk6LeqAO8,MORTEN,64,"['danish electronic', 'scandipop']",No Good,edm,0.709,0.904,10,-4.376,0,0.0489,0.186,0.133,0.0896,0.202,128.013,4,141562, 
spotify:track:10oKSzRcwbZsog2uq2gb4b,Escape (feat. Hayla),https://p.scdn.co/mp3-preview/c89fadc45fa374c90186e2ded19c1e8e796b24eb?cid=400e13a0a7b044409077270c38d6b730,10oKSzRcwbZsog2uq2gb4b,72,spotify:artist:2avRYQUWQpIkzJOEkf0MdY,Kx5,59,['edm'],Escape (feat. Hayla),edm,0.66,0.799,9,-6.934,0,0.0719,0.179,0.000364,0.701,0.148,126.08,4,240445,Im not invisible to you Do my eyes  do my eyes Speak true? My soul so in touch with yours tonight Wont let my head  let my head Take flight  We could leave this place Freedom  ours to chase What if I escape with you? What if I escape with you? What if I escape with you? What if I escape with you? What if I escape with you? What if I escape?  Is it real  is it just a fantasy? Cause the unknown  the unknown is pulling me  We could leave this place Freedom  ours to chase What if I escape with you?  What if I escapе with you? What if I escape with you? What if I escapе with you? What if I escape with you?  What if I escape with you? What if I escape with you?You might also lik
spotify:track:7jrMFjEq0t09f7m3HnnWXl,Tell Me Why - MEDUZA Remix,https://p.scdn.co/mp3-preview/c7368863849e84c185fc81610fbb0b4b450d78b5?cid=400e13a0a7b044409077270c38d6b730,7jrMFjEq0t09f7m3HnnWXl,72,spotify:artist:7urnl0uH1w3NCoErxw7AUK,Supermode,55,[],Tell Me Why (MEDUZA Remix),edm,0.561,0.928,6,-5.812,0,0.0371,0.087,0.894,0.332,0.182,125.988,4,171429,ell me why Tell me why Always Always Always  always  always  always  always Tell me why (always  always) Tell me why Tell me why Tell me why! Tell me why Tell me why Tell me why Tell me why!You might also like
spotify:track:4xbXuRfZ2ZLktw5QEdGYnX,On Repeat,https://p.scdn.co/mp3-preview/ee8bcfb1b320168c3c14554008de5c34a53ac6a0?cid=400e13a0a7b044409077270c38d6b730,4xbXuRfZ2ZLktw5QEdGYnX,72,spotify:artist:3t5xRXzsuZmMDkQzgOX35S,Robin Schulz,79,"['dance pop', 'deep euro house', 'deep house', 'edm', 'german dance', 'pop', 'pop dance', 'tropical house']",On Repeat,edm,0.609,0.801,1,-8.483,0,0.0694,0.0246,0.00255,0.37,0.202,122.958,4,190217,Live the life you wanna lead Spend the same day on repeat  on repeat  on repeat  on repeat Isolate yourself  from me Spend the same day on repeat  on repeat  on repeat  on repeat Keep on floating through a dream If this is who you wanna be  wanna be  wanna be  wanna be Find youself afraid to see On the run from something real  something real  something real  On rеpeat On repeat On rеpeat On repeat  But it is you again Who is always wondering Where to begin But it is you again Who is always wondering Where to begin  Live the life you wanna live Spend the same day on repeat  on repeat  on repeat  on repeat Isolate yourself from me Spend the same day on repeat  on repeat  on repeat  on repeat  On repeat  On repeat  Live the life you wanna lead Spend the same day on repeat  on repeat  on repeat  on repeat Isolate yourself from me Spend the same day on repeat  on repeat  on repeat  on repeat Keep on floating through a dream If this is who you wanna be  wanna be  wanna be  wanna be Find youself afraid to see On the run from something real  something real  something real You might also like On repeat
